"FECHA","INDICE_NOMINAL","RENT_ANUAL_IN","INDICE_REAL","RENT_ANUAL_IR"
"2017-10-17","276.44","0.0475","214.37","0.1132"
"2017-10-18","276.56","0.0482","213.73","0.1103"
"2017-10-19","277.15","0.0509","213.77","0.1112"
"2017-10-20","276.76","0.0473","214.22","0.1118"
"2017-10-23","276.56","0.0459","213.78","0.1089"
"2017-10-24","275.94","0.0417","213.77","0.1071"
"2017-10-25","275.77","0.0415","213.23","0.1055"
"2017-10-26","275.45","0.041","212.78","0.1047"
"2017-10-27","274.45","0.0389","212.47","0.1051"
"2017-10-30","274.3","0.0366","211.87","0.0992"
"2017-10-31","273.88","0.034","211.67","0.0972"
"2017-11-02","274.75","0.0375","210.97","0.0943"
"2017-11-03","274.81","0.0394","211.67","0.1008"
"2017-11-06","276.09","0.0441","211.51","0.0999"
"2017-11-07","276.6","0.0453","212.49","0.1042"
"2017-11-08","276.7","0.0444","212.84","0.1044"
"2017-11-09","276.09","0.0507","212.73","0.1158"
"2017-11-10","277.4","0.077","212.29","0.1306"
"2017-11-13","277.11","0.085","213.07","0.1479"
"2017-11-14","276.85","0.1046","212.74","0.1702"
"2017-11-15","275.66","0.1028","212.57","0.1722"
"2017-11-16","275.73","0.0925","211.64","0.1507"
"2017-11-17","276.26","0.0946","211.75","0.1513"
"2017-11-20","275.82","0.0929","212.13","0.1534"
"2017-11-21","276.04","0.0898","211.62","0.1505"
"2017-11-22","276.04","0.0852","211.84","0.1446"
"2017-11-23","276.36","0.0892","212.47","0.1517"
"2017-11-24","276.97","0.0898","211.91","0.1463"
"2017-11-27","277.16","0.0904","212.29","0.1483"
"2017-11-28","277.92","0.0908","212.29","0.1454"
"2017-11-29","277.98","0.0911","213.02","0.1499"
"2017-11-30","277.92","0.093","213.16","0.1534"
"2017-12-01","278.64","0.0992","213.03","0.1573"
"2017-12-04","278.27","0.0963","213.59","0.1662"
"2017-12-05","278.13","0.0942","213.07","0.1547"
"2017-12-06","278.82","0.0952","213.22","0.1533"
"2017-12-07","278.99","0.0933","213.98","0.1544"
"2017-12-11","279.52","0.0936","214.01","0.1524"
"2017-12-12","279.86","0.0951","214.28","0.1543"
"2017-12-13","280.14","0.0957","214.48","0.1544"
"2017-12-14","279.39","0.0939","214.57","0.1556"
"2017-12-15","276.07","0.0856","214.17","0.1588"
"2017-12-18","276.21","0.0879","211.08","0.1454"
"2017-12-19","278.18","0.0935","211.13","0.144"
"2017-12-20","278.64","0.095","213.1","0.1549"
"2017-12-21","278.45","0.0945","213.54","0.1578"
"2017-12-22","279.65","0.1021","213.36","0.161"
"2017-12-26","279.98","0.099","214.46","0.1608"
"2017-12-27","280.7","0.1027","214.52","0.1618"
"2017-12-28","281.26","0.1068","214.9","0.1669"
"2017-12-29","281.05","0.1069","215.32","0.1701"
"2017-12-31","281.12","0.1083","0.0","0.0"
"2018-01-02","281.71","0.1127","214.78","0.1697"
"2018-01-03","282.53","0.114","215.49","0.1727"
"2018-01-04","284.86","0.1267","216.51","0.1824"
"2018-01-05","285.95","0.1278","217.89","0.1854"
"2018-01-08","285.23","0.1225","218.51","0.1841"
"2018-01-09","284.3","0.1142","218.07","0.1765"
"2018-01-10","283.86","0.1119","217.2","0.1724"
"2018-01-11","285.63","0.1162","216.86","0.1657"
"2018-01-12","288.23","0.1178","218.35","0.1637"
"2018-01-15","289.56","0.1227","220.63","0.1753"
"2018-01-16","290.38","0.1291","221.65","0.1859"
"2018-01-17","290.02","0.1225","222.44","0.1841"
"2018-01-18","290.95","0.129","222.22","0.1863"
"2018-01-19","291.43","0.1317","219.86","0.1755"
"2018-01-22","290.91","0.125","220.71","0.1739"
"2018-01-23","291.17","0.1218","219.54","0.1636"
"2018-01-24","291.83","0.1237","219.62","0.1631"
"2018-01-25","292.05","0.1251","220.11","0.1658"
"2018-01-26","291.66","0.1223","220.24","0.1663"
"2018-01-29","291.6","0.1199","220.08","0.1619"
"2018-01-30","291.97","0.1191","219.9","0.1587"
"2018-01-31","292.57","0.1185","220.15","0.1473"
"2018-02-01","293.37","0.1207","220.79","0.1581"
"2018-02-02","292.62","0.1173","219.87","0.1519"
"2018-02-05","292.66","0.1186","219.02","0.1473"
"2018-02-06","292.44","0.1195","220.2","0.1566"
"2018-02-07","292.45","0.1228","220.03","0.1594"
"2018-02-08","291.92","0.1212","220.06","0.1605"
"2018-02-09","290.79","0.1155","219.93","0.159"
"2018-02-12","291.33","0.1163","220.56","0.1606"
"2018-02-13","291.46","0.1184","220.57","0.1619"
"2018-02-14","290.92","0.1167","220.87","0.1643"
"2018-02-15","291.18","0.1172","219.87","0.1589"
"2018-02-16","290.72","0.1156","220.63","0.1632"
"2018-02-19","289.49","0.1124","219.71","0.1604"
"2018-02-20","290.01","0.1139","219.12","0.1563"
"2018-02-21","290.25","0.1148","220.13","0.1631"
"2018-02-22","289.91","0.1112","220.26","0.161"
"2018-02-23","289.88","0.1089","220.13","0.1582"
"2018-02-26","289.97","0.1065","220.13","0.154"
"2018-02-27","290.46","0.1091","220.15","0.155"
"2018-02-28","290.79","0.1122","220.61","0.1595"
"2018-03-01","283.26","0.1159","220.99","0.1631"
"2018-03-02","283.13","0.1165","221.34","0.167"
"2018-03-05","283.35","0.1167","221.24","0.1658"
"2018-03-06","283.87","0.1167","221.25","0.1649"
"2018-03-07","283.32","0.1145","221.84","0.1681"
"2018-03-08","283.73","0.1167","221.65","0.1675"
"2018-03-09","283.78","0.1182","221.81","0.1698"
"2018-03-12","282.97","0.1126","222.0","0.168"
"2018-03-13","282.5","0.1078","222.18","0.1662"
"2018-03-14","282.91","0.108","222.72","0.1669"
"2018-03-15","282.16","0.1007","222.74","0.1607"
"2018-03-16","281.15","0.0901","222.88","0.1543"
"2018-03-19","281.76","0.0906","222.93","0.1522"
"2018-03-20","282.42","0.0935","221.76","0.1463"
"2018-03-21","282.55","0.089","222.23","0.1438"
"2018-03-22","284.03","0.0939","222.52","0.1439"
"2018-03-23","283.49","0.0927","223.25","0.1488"
"2018-03-26","283.48","0.0894","222.8","0.1422"
"2018-03-27","283.59","0.084","222.82","0.1342"
"2018-03-28","284.25","0.0839","223.01","0.134"
"2018-03-31","284.36","0.0829","0.0","0.0"
"2018-04-02","284.13","0.082","223.88","0.1356"
"2018-04-03","283.65","0.0807","223.59","0.1319"
"2018-04-04","283.44","0.0813","223.5","0.131"
"2018-04-05","283.66","0.0826","223.17","0.1311"
"2018-04-06","282.72","0.0783","223.49","0.1316"
"2018-04-09","282.13","0.0711","222.68","0.1227"
"2018-04-10","281.49","0.074","222.18","0.1247"
"2018-04-11","280.89","0.0755","222.19","0.1308"
"2018-04-12","280.65","0.074","222.23","0.1304"
"2018-04-16","280.77","0.0744","221.98","0.1292"
"2018-04-17","279.76","0.0656","220.44","0.112"
"2018-04-18","278.24","0.0574","220.48","0.1091"
"2018-04-19","279.52","0.062","219.76","0.1052"
"2018-04-20","279.52","0.0639","219.59","0.106"
"2018-04-23","279.15","0.0614","219.7","0.1047"
"2018-04-24","277.83","0.0547","219.15","0.0985"
"2018-04-25","276.08","0.0478","218.21","0.0937"
"2018-04-26","276.14","0.0492","216.7","0.0872"
"2018-04-27","276.28","0.0453","216.89","0.0798"
"2018-04-30","276.98","0.0423","216.99","0.0734"
"2018-05-02","276.48","0.0289","216.73","0.0563"
"2018-05-03","276.34","0.0286","216.72","0.0565"
"2018-05-04","276.59","0.0306","219.9","0.0745"
"2018-05-07","275.54","0.029","216.81","0.0638"
"2018-05-08","273.49","0.0266","212.57","0.0507"
"2018-05-09","274.39","0.0297","212.56","0.0515"
"2018-05-10","275.68","0.0319","213.6","0.0539"
"2018-05-11","276.49","0.0332","218.16","0.0754"
"2018-05-14","276.85","0.033","218.13","0.0734"
"2018-05-15","275.3","0.0281","216.65","0.069"
"2018-05-16","274.34","0.0234","216.63","0.0684"
"2018-05-17","271.28","0.0129","213.43","0.0551"
"2018-05-18","269.94","0.0095","212.13","0.0513"
"2018-05-21","268.02","0.0017","210.44","0.041"
"2018-05-22","269.37","0.009","211.97","0.0524"
"2018-05-23","269.64","0.0107","211.72","0.0521"
"2018-05-24","270.02","0.0122","212.15","0.0548"
"2018-05-25","270.09","0.0099","212.54","0.0527"
"2018-05-28","270.04","0.0082","212.75","0.0526"
"2018-05-29","269.7","0.0076","212.35","0.0515"
"2018-05-30","270.17","0.0059","212.77","0.0492"
"2018-05-31","269.93","0.0022","212.76","0.0464"
"2018-06-01","269.3","-0.0015","212.3","0.0431"
"2018-06-04","269.85","-0.0019","212.56","0.0421"
"2018-06-05","270.21","-0.0004","212.64","0.0422"
"2018-06-06","271.19","0.0014","213.24","0.0433"
"2018-06-07","270.42","-0.0003","212.15","0.039"
"2018-06-08","270.41","-0.0019","212.14","0.0373"
"2018-06-11","270.48","-0.0011","212.37","0.0382"
"2018-06-12","270.14","-0.0019","212.14","0.0384"
"2018-06-13","270.06","-0.0006","211.98","0.0402"
"2018-06-14","269.53","-0.0072","211.68","0.0334"
"2018-06-15","268.57","-0.0115","211.68","0.0324"
"2018-06-18","268.36","-0.0146","210.55","0.0234"
"2018-06-19","268.67","-0.0149","210.74","0.0233"
"2018-06-20","268.87","-0.0134","210.74","0.0251"
"2018-06-21","268.94","-0.0117","211.19","0.0313"
"2018-06-22","269.7","-0.0079","211.2","0.0327"
"2018-06-25","269.78","-0.0084","211.93","0.0358"
"2018-06-26","270.77","-0.0052","211.93","0.036"
"2018-06-27","271.64","-0.0029","212.74","0.0391"
"2018-06-28","272.01","-0.0021","213.17","0.041"
"2018-07-02","272.04","-0.0016","213.46","0.0427"
"2018-07-03","273.36","0.0063","213.48","0.0429"
"2018-07-04","273.31","0.0087","214.91","0.0533"
"2018-07-05","273.47","0.0125","214.93","0.0577"
"2018-07-06","274.18","0.0171","214.99","0.0609"
"2018-07-09","274.69","0.0271","215.28","0.0656"
"2018-07-10","275.13","0.0309","215.3","0.0766"
"2018-07-11","274.5","0.0233","214.89","0.0788"
"2018-07-12","274.53","0.0179","216.5","0.0806"
"2018-07-13","274.64","0.0171","216.52","0.0692"
"2018-07-16","274.48","0.0149","216.98","0.0699"
"2018-07-17","274.55","0.0097","217.0","0.0702"
"2018-07-18","274.91","0.0072","217.09","0.07"
"2018-07-19","274.47","0.0049","216.57","0.0594"
"2018-07-20","274.2","0.0002","216.59","0.0576"
"2018-07-23","274.16","-0.0013","216.28","0.0496"
"2018-07-24","274.8","0.0014","216.49","0.048"
"2018-07-25","275.29","0.0043","216.51","0.0488"
"2018-07-26","275.68","0.0043","216.99","0.0529"
"2018-07-30","275.96","0.0043","217.08","0.0515"
"2018-07-31","276.1","0.0048","217.07","0.044"
"2018-08-01","276.59","0.001","214.47","0.0223"
"2018-08-02","276.78","-0.0005","214.5","0.0279"
"2018-08-03","277.42","0.0018","211.3","0.0111"
"2018-08-06","277.86","0.005","213.16","0.0216"
"2018-08-07","277.76","0.0046","213.19","0.0248"
"2018-08-08","277.45","0.0033","214.1","0.0298"
"2018-08-09","277.22","0.0047","214.41","0.032"
"2018-08-10","276.88","0.0014","214.44","0.0334"
"2018-08-13","276.08","-0.0029","211.73","0.0188"
"2018-08-14","276.47","-0.0028","211.76","0.0098"
"2018-08-15","275.69","-0.0038","212.14","0.0189"
"2018-08-16","275.77","-0.0029","210.94","0.0141"
"2018-08-17","274.95","-0.0066","210.96","0.0149"
"2018-08-20","275.67","-0.0042","212.07","0.0199"
"2018-08-21","276.52","-0.0016","212.1","0.0199"
"2018-08-22","277.25","-0.0004","212.12","0.019"
"2018-08-23","277.3","-0.0002","212.18","0.0179"
"2018-08-24","277.34","-0.0013","212.31","0.0192"
"2018-08-27","277.33","-0.0024","212.36","0.0182"
"2018-08-28","276.72","-0.0074","212.39","0.0175"
"2018-08-29","276.66","-0.0085","212.37","0.0142"
"2018-08-31","276.74","-0.0086","212.97","0.0165"
"2018-09-03","269.15","-0.0091","212.74","0.0137"
"2018-09-04","269.21","-0.0063","212.75","0.0168"
"2018-09-05","269.48","-0.0086","213.38","0.0219"
"2018-09-06","268.87","-0.0106","212.46","0.0139"
"2018-09-07","268.47","-0.0122","211.61","0.0105"
"2018-09-10","268.45","-0.0142","211.58","0.0095"
"2018-09-11","268.14","-0.0188","211.59","0.0054"
"2018-09-12","268.15","-0.0197","213.46","0.0122"
"2018-09-13","268.21","-0.0198","212.42","0.0061"
"2018-09-14","268.51","-0.0185","212.61","0.0073"
"2018-09-17","268.41","-0.0219","212.79","0.0082"
"2018-09-18","268.3","-0.0282","212.8","0.0041"
"2018-09-19","268.14","-0.0303","212.89","-0.0012"
"2018-09-20","268.06","-0.0329","212.35","-0.0055"
"2018-09-21","268.07","-0.0325","212.62","-0.005"
"2018-09-24","267.7","-0.0321","212.65","-0.0054"
"2018-09-25","267.15","-0.032","211.99","-0.0085"
"2018-09-26","267.35","-0.0293","211.99","-0.0065"
"2018-09-27","267.4","-0.0283","212.5","-0.0009"
"2018-09-28","267.56","-0.0284","212.45","0.0"
"2018-10-01","267.75","-0.0279","211.99","-0.0014"
"2018-10-02","267.73","-0.0264","211.22","-0.0054"
"2018-10-03","266.66","-0.0291","211.23","-0.0043"
"2018-10-04","265.67","-0.0342","210.74","-0.005"
"2018-10-05","265.84","-0.0346","211.31","-0.0048"
"2018-10-09","266.13","-0.0337","210.99","-0.0074"
"2018-10-10","265.67","-0.0399","211.01","-0.0112"
"2018-10-11","265.18","-0.0447","210.7","-0.0159"
"2018-10-12","264.94","-0.0456","210.65","-0.0164"
"2018-10-15","264.99","-0.0455","209.38","-0.0316"
"2018-10-16","265.91","-0.042","209.39","-0.0306"
"2018-10-17","266.06","-0.0403","210.17","-0.0196"
"2018-10-18","265.59","-0.0392","209.43","-0.0202"
"2018-10-19","265.99","-0.0382","209.44","-0.0202"
"2018-10-22","265.7","-0.0413","210.22","-0.0187"
"2018-10-23","265.18","-0.0418","210.59","-0.0149"
"2018-10-24","264.52","-0.0435","210.31","-0.0162"
"2018-10-25","264.41","-0.0418","210.27","-0.0139"
"2018-10-26","264.66","-0.0403","210.28","-0.0117"
"2018-10-29","263.92","-0.0419","210.29","-0.0103"
"2018-10-30","263.02","-0.0416","211.25","-0.0029"
"2018-10-31","263.11","-0.0408","211.9","0.0011"
"2018-11-05","264.53","-0.0341","211.76","0.0004"
"2018-11-06","265.02","-0.0354","211.77","0.0012"
"2018-11-07","266.04","-0.0319","211.9","-0.0027"
"2018-11-08","265.87","-0.037","211.57","-0.006"
"2018-11-09","265.76","-0.0392","211.7","-0.0048"
"2018-11-12","265.53","-0.0404","211.7","-0.0028"
"2018-11-13","265.2","-0.0394","211.33","-0.0082"
"2018-11-14","265.37","-0.0433","211.33","-0.0066"
"2018-11-15","265.77","-0.0409","212.48","-0.0004"
"2018-11-16","266.91","-0.0359","196.16","-0.0731"
"2018-11-19","267.04","-0.0313","211.83","0.0004"
"2018-11-20","267.1","-0.0313","213.06","0.0044"
"2018-11-21","268.13","-0.0295","213.07","0.0068"
"2018-11-22","268.93","-0.025","213.43","0.0075"
"2018-11-23","269.02","-0.0254","213.48","0.0048"
"2018-11-26","268.73","-0.0265","213.5","0.0075"
"2018-11-27","268.99","-0.0267","213.46","0.0055"
"2018-11-28","269.47","-0.0271","214.12","0.0086"
"2018-11-29","267.87","-0.0335","213.22","0.001"
"2018-11-30","269.06","-0.0319","213.67","0.0024"
"2018-12-03","268.78","-0.0331","213.25","0.001"
"2018-12-04","268.31","-0.0346","213.26","-0.0015"
"2018-12-05","268.56","-0.0362","213.46","0.0018"
"2018-12-06","268.24","-0.0361","213.75","0.0025"
"2018-12-07","268.02","-0.0363","213.76","-0.001"
"2018-12-10","266.76","-0.0432","213.78","-0.0009"
"2018-12-11","266.77","-0.0438","213.24","-0.0036"
"2018-12-12","267.29","-0.0437","213.25","-0.0048"
"2018-12-13","266.95","-0.0462","213.92","-0.0026"
"2018-12-14","266.95","-0.0471","214.03","-0.0026"
"2018-12-17","267.68","-0.0419","214.34","0.0008"
"2018-12-18","268.15","-0.0287","214.35","0.0155"
"2018-12-19","268.1","-0.0294","214.39","0.0155"
"2018-12-20","269.18","-0.0324","214.51","0.0066"
"2018-12-21","269.71","-0.032","214.63","0.0051"
"2018-12-26","270.19","-0.0297","214.68","0.001"
"2018-12-27","270.61","-0.0323","214.96","0.0021"
"2018-12-28","271.38","-0.0307","215.34","0.0021"
"2018-12-31","271.3","-0.0335","215.19","-0.0006"
"2019-01-02","271.73","-0.0339","215.19","0.0019"
"2019-01-03","271.59","-0.0336","215.23","-0.0012"
"2019-01-04","271.65","-0.0337","215.42","-0.005"
"2019-01-07","271.94","-0.0347","215.33","-0.0118"
"2019-01-08","271.78","-0.0381","215.42","-0.0142"
"2019-01-09","272.71","-0.0427","215.66","-0.0111"
"2019-01-10","272.81","-0.0459","216.63","-0.0026"
"2019-01-11","272.68","-0.044","215.57","-0.006"
"2019-01-14","272.52","-0.0414","217.4","-0.0043"
"2019-01-15","272.59","-0.0397","218.79","-0.0083"
"2019-01-16","272.3","-0.0467","218.38","-0.0148"
"2019-01-17","272.09","-0.056","216.15","-0.0283"
"2019-01-18","272.56","-0.0587","216.19","-0.0271"
"2019-01-21","272.6","-0.0612","216.29","-0.0162"
"2019-01-22","272.49","-0.0604","215.94","-0.0216"
"2019-01-23","272.11","-0.0648","215.59","-0.018"
"2019-01-24","272.06","-0.0665","215.43","-0.0191"
"2019-01-25","272.6","-0.0629","215.82","-0.0195"
"2019-01-28","272.63","-0.0637","215.57","-0.0212"
"2019-01-29","272.56","-0.066","215.45","-0.021"
"2019-01-30","272.48","-0.067","215.55","-0.0198"
"2019-01-31","274.88","-0.0575","216.04","-0.0186"
"2019-02-01","275.21","-0.0562","215.68","-0.0231"
"2019-02-04","275.56","-0.0562","214.3","-0.0253"
"2019-02-05","275.77","-0.0574","214.42","-0.021"
"2019-02-06","275.83","-0.0598","215.41","-0.0218"
"2019-02-07","276.03","-0.0567","215.31","-0.0215"
"2019-02-08","276.04","-0.0568","215.33","-0.0215"
"2019-02-11","275.9","-0.0566","216.49","-0.0156"
"2019-02-12","275.95","-0.0564","216.19","-0.0198"
"2019-02-13","275.33","-0.0568","216.01","-0.0207"
"2019-02-14","275.54","-0.0524","214.54","-0.0287"
"2019-02-15","276.03","-0.0525","214.74","-0.0234"
"2019-02-18","276.29","-0.052","214.64","-0.0271"
"2019-02-19","276.48","-0.0496","214.75","-0.0226"
"2019-02-20","276.39","-0.0508","214.72","-0.0201"
"2019-02-21","275.92","-0.0509","214.48","-0.0257"
"2019-02-22","276.77","-0.0439","214.76","-0.0249"
"2019-02-25","276.68","-0.046","214.44","-0.0258"
"2019-02-26","276.69","-0.0467","215.1","-0.0229"
"2019-02-27","276.82","-0.0452","214.48","-0.0258"
"2019-02-28","276.82","-0.045","214.89","-0.0259"
"2019-03-01","276.87","-0.0452","214.48","-0.0295"
"2019-03-04","277.46","-0.0448","214.41","-0.0313"
"2019-03-05","277.67","-0.0451","214.32","-0.0312"
"2019-03-06","277.61","-0.0199","214.3","-0.0314"
"2019-03-07","277.96","-0.0183","214.66","-0.0324"
"2019-03-08","278.29","-0.0178","214.71","-0.0313"
"2019-03-11","278.8","-0.0179","214.73","-0.0319"
"2019-03-12","279.74","-0.0127","215.0","-0.0315"
"2019-03-13","280.04","-0.013","214.82","-0.0331"
"2019-03-14","280.65","-0.011","214.59","-0.0365"
"2019-03-15","282.14","-0.0029","214.55","-0.0368"
"2019-03-18","281.85","-0.0023","214.14","-0.0392"
"2019-03-19","281.08","-0.0065","213.77","-0.0411"
"2019-03-20","281.35","-0.0029","214.01","-0.035"
"2019-03-21","283.57","0.0086","214.13","-0.0364"
"2019-03-22","283.08","0.0047","214.04","-0.0381"
"2019-03-25","283.44","0.0036","214.12","-0.0409"
"2019-03-26","283.67","0.0039","214.28","-0.0382"
"2019-03-27","282.65","-0.0049","214.18","-0.0388"
"2019-03-28","282.96","-0.0019","214.18","-0.0396"
"2019-03-29","283.26","-0.0008","220.21","-0.0125"
"2019-03-31","283.34","-0.0009","0.0","0.0"
"2019-04-01","284.15","-0.0003","221.41","-0.0071"
"2019-04-02","284.12","-0.0008","220.87","-0.0135"
"2019-04-03","283.99","-0.0005","221.33","-0.0101"
"2019-04-04","284.45","0.0028","221.59","-0.0086"
"2019-04-05","284.75","0.0046","221.96","-0.0054"
"2019-04-08","284.99","0.0047","222.36","-0.0051"
"2019-04-09","284.78","0.0073","223.19","0.0023"
"2019-04-10","284.38","0.008","222.93","0.0034"
"2019-04-11","283.55","0.0073","222.22","0.0001"
"2019-04-12","283.22","0.0083","221.81","-0.0019"
"2019-04-15","283.71","0.0109","222.53","0.0013"
"2019-04-16","283.25","0.0088","220.35","-0.0073"
"2019-04-17","283.78","0.0144","221.3","0.0039"
"2019-04-22","284.06","0.0209","221.95","0.0107"
"2019-04-23","284.36","0.0173","222.33","0.012"
"2019-04-24","283.9","0.0157","222.27","0.0143"
"2019-04-25","283.72","0.0164","222.32","0.0188"
"2019-04-26","284.4","0.0237","222.51","0.0268"
"2019-04-29","285.22","0.0331","222.17","0.0244"
"2019-04-30","285.83","0.0351","222.43","0.0251"
"2019-05-02","285.18","0.0322","222.72","0.0277"
"2019-05-03","285.51","0.0308","222.84","0.0282"
"2019-05-06","285.0","0.0308","222.71","0.0128"
"2019-05-07","284.61","0.0299","221.4","0.0212"
"2019-05-08","284.84","0.0299","222.32","0.0459"
"2019-05-09","284.39","0.0321","222.5","0.0468"
"2019-05-10","285.13","0.0426","222.32","0.0408"
"2019-05-13","284.65","0.0374","222.22","0.0186"
"2019-05-14","284.96","0.0336","222.19","0.0186"
"2019-05-15","285.57","0.0328","222.33","0.0262"
"2019-05-16","286.06","0.0332","222.66","0.0278"
"2019-05-17","286.4","0.0403","222.87","0.0442"
"2019-05-20","287.25","0.0471","223.24","0.0524"
"2019-05-21","287.84","0.0611","222.94","0.0594"
"2019-05-22","287.59","0.0654","227.93","0.0753"
"2019-05-23","287.79","0.0738","228.48","0.0792"
"2019-05-24","288.57","0.0713","227.46","0.0722"
"2019-05-27","288.83","0.0712","227.47","0.0703"
"2019-05-28","289.9","0.0736","227.87","0.0711"
"2019-05-29","290.2","0.0745","228.09","0.0741"
"2019-05-30","289.64","0.0726","227.97","0.0714"
"2019-05-31","289.39","0.073","227.89","0.0711"
"2019-06-03","289.35","0.071","228.33","0.0755"
"2019-06-04","290.17","0.075","228.6","0.0755"
"2019-06-05","289.91","0.0765","228.6","0.0751"
"2019-06-06","291.73","0.0811","228.71","0.0726"
"2019-06-07","293.01","0.0844","230.03","0.0843"
"2019-06-10","292.4","0.0782","230.03","0.0843"
"2019-06-11","293.76","0.0863","230.15","0.0837"
"2019-06-12","294.8","0.0902","231.25","0.0901"
"2019-06-13","295.34","0.0919","231.0","0.0897"
"2019-06-14","298.19","0.1039","228.24","0.0783"
"2019-06-17","297.3","0.1009","231.52","0.0937"
"2019-06-18","298.42","0.1072","232.52","0.1044"
"2019-06-19","298.27","0.1106","233.26","0.1069"
"2019-06-20","301.14","0.1222","233.34","0.1072"
"2019-06-21","300.13","0.1171","232.04","0.0987"
"2019-06-24","300.29","0.1168","231.87","0.0979"
"2019-06-25","300.79","0.1184","232.02","0.0948"
"2019-06-26","298.74","0.1077","231.83","0.0939"
"2019-06-27","298.12","0.1051","231.79","0.0896"
"2019-06-28","298.75","0.1033","232.16","0.0891"
"2019-07-01","299.42","0.1022","232.04","0.0885"
"2019-07-02","300.15","0.1034","232.31","0.0883"
"2019-07-03","301.15","0.107","232.35","0.0884"
"2019-07-04","301.55","0.1031","235.69","0.0967"
"2019-07-05","301.59","0.1035","235.88","0.0975"
"2019-07-08","302.35","0.1056","235.85","0.097"
"2019-07-09","302.32","0.1026","236.1","0.0967"
"2019-07-10","302.51","0.1013","236.73","0.0995"
"2019-07-11","302.41","0.0992","236.81","0.102"
"2019-07-12","302.72","0.1028","243.54","0.1249"
"2019-07-15","305.13","0.1114","243.81","0.1261"
"2019-07-16","305.52","0.1124","242.76","0.1188"
"2019-07-17","307.33","0.1197","243.31","0.1212"
"2019-07-18","309.69","0.128","242.84","0.1186"
"2019-07-19","311.12","0.1317","242.41","0.1193"
"2019-07-22","310.85","0.1325","242.71","0.1206"
"2019-07-23","310.32","0.1317","243.37","0.1252"
"2019-07-24","309.82","0.1301","242.81","0.1216"
"2019-07-25","310.23","0.1289","242.76","0.1212"
"2019-07-26","310.45","0.1277","243.35","0.1215"
"2019-07-31","308.19","0.1179","243.03","0.1196"
"2019-08-01","307.93","0.1158","241.1","0.1242"
"2019-08-02","306.96","0.1118","240.75","0.1224"
"2019-08-05","306.33","0.1075","240.82","0.1397"
"2019-08-06","308.45","0.1144","241.05","0.1308"
"2019-08-07","309.62","0.1161","241.02","0.1306"
"2019-08-08","309.73","0.1147","241.3","0.1271"
"2019-08-09","312.52","0.1252","241.5","0.1263"
"2019-08-12","313.57","0.1302","241.69","0.1271"
"2019-08-13","313.99","0.1326","244.28","0.1537"
"2019-08-14","313.97","0.1339","243.09","0.148"
"2019-08-15","313.06","0.1339","244.1","0.1507"
"2019-08-16","314.22","0.1366","245.32","0.163"
"2019-08-19","313.58","0.1375","244.37","0.1584"
"2019-08-20","312.86","0.1345","244.37","0.1523"
"2019-08-21","312.45","0.1364","245.42","0.1571"
"2019-08-22","312.75","0.1345","245.25","0.1562"
"2019-08-23","313.02","0.132","245.55","0.1572"
"2019-08-26","312.8","0.1282","245.16","0.1547"
"2019-08-27","313.23","0.1296","244.98","0.1536"
"2019-08-28","313.4","0.13","246.81","0.1621"
"2019-08-29","313.2","0.1293","247.9","0.1673"
"2019-09-02","313.03","0.1312","247.61","0.1627"
"2019-09-03","313.72","0.134","248.16","0.1665"
"2019-09-04","314.88","0.1378","248.44","0.1678"
"2019-09-05","315.45","0.172","248.39","0.1641"
"2019-09-06","316.49","0.1756","248.27","0.1686"
"2019-09-09","315.5","0.1708","248.12","0.1726"
"2019-09-10","315.31","0.1727","248.29","0.1735"
"2019-09-11","315.65","0.1758","248.27","0.1734"
"2019-09-12","315.63","0.1757","242.03","0.1338"
"2019-09-13","314.79","0.174","246.33","0.1596"
"2019-09-16","314.18","0.1717","246.3","0.1584"
"2019-09-17","314.07","0.171","246.86","0.1601"
"2019-09-18","313.73","0.1684","246.67","0.1591"
"2019-09-19","312.54","0.1644","246.54","0.1581"
"2019-09-20","312.66","0.1653","246.39","0.1603"
"2019-09-23","313.57","0.1695","246.18","0.1578"
"2019-09-24","314.37","0.1728","246.45","0.1589"
"2019-09-25","313.83","0.1707","246.54","0.163"
"2019-09-26","313.18","0.1699","246.65","0.1635"
"2019-09-27","312.2","0.1686","246.54","0.1602"
"2019-09-30","312.85","0.1702","246.34","0.1595"
"2019-10-01","313.29","0.1716","246.26","0.1617"
"2019-10-02","312.87","0.1693","246.06","0.165"
"2019-10-03","313.79","0.172","246.19","0.1655"
"2019-10-04","315.09","0.1769","246.14","0.168"
"2019-10-07","316.78","0.188","246.39","0.166"
"2019-10-09","318.49","0.1988","246.6","0.1688"
"2019-10-10","320.16","0.2043","246.96","0.1704"
"2019-10-11","318.39","0.1964","247.1","0.1728"
"2019-10-14","319.66","0.2032","244.14","0.159"
"2019-10-15","318.84","0.2023","246.58","0.1777"
"2019-10-16","320.39","0.2093","246.54","0.1774"
"2019-10-17","320.17","0.2083","246.41","0.1724"
"2019-10-18","319.96","0.2033","245.2","0.1708"
"2019-10-21","319.1","0.1993","245.13","0.1704"
"2019-10-22","318.23","0.1982","245.15","0.1662"
"2019-10-23","317.22","0.1926","244.98","0.1633"
"2019-10-24","317.29","0.1942","244.93","0.1646"
"2019-10-25","316.42","0.1932","245.14","0.1659"
"2019-10-28","314.88","0.1904","244.93","0.1648"
